Unnamed: 0,age,workclass,fnlwgt,education,education-num,occupation,relationship,race,sex,country,salary,capital_gain,marital_status,capital_loss,hours_per_week
16066,32, Private,131425, Bachelors,13, Machine-op-inspct, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,50
30825,21, Private,231866, Assoc-voc,11, Craft-repair, Own-child, White, Male, United-States, <=50K,0, Never-married,0,40
10276,55, Private,202559, Bachelors,13, Other-service, Other-relative, Asian-Pac-Islander, Male, Philippines, <=50K,0, Married-civ-spouse,0,35
75,27, Private,213921, HS-grad,9, Other-service, Own-child, White, Male, Mexico, <=50K,0, Never-married,0,40
4,28, Private,338409, Bachelors,13, Prof-specialty, Wife, Black, Female, Cuba, <=50K,0, Married-civ-spouse,0,40
14242,34, Private,101709, HS-grad,9, Transport-moving, Not-in-family, Asian-Pac-Islander, Male, United-States, <=50K,0, Separated,0,40
20097,39, Private,89419, Assoc-voc,11, Other-service, Not-in-family, Amer-Indian-Eskimo, Female, Columbia, <=50K,0, Divorced,0,40
1108,41, Private,118212, Bachelors,13, Craft-repair, Husband, White, Male, United-States, >50K,3103, Married-civ-spouse,0,40
11804,42, Private,270721, Bachelors,13, Prof-specialty, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,32
16461,58, Private,238438, Some-college,10, Prof-specialty, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,42
2209,49, Local-gov,52590, HS-grad,9, Protective-serv, Not-in-family, Black, Male, United-States, <=50K,0, Widowed,0,40
13609,54, Private,175912, 10th,6, Transport-moving, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
28175,19, ?,39460, HS-grad,9, ?, Own-child, White, Male, United-States, <=50K,0, Never-married,0,60
2386,33, Self-emp-not-inc,312055, Bachelors,13, Sales, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,45
21582,35, Private,186183, HS-grad,9, Transport-moving, Husband, White, Male, United-States, >50K,15024, Married-civ-spouse,0,80
748,29, Private,267034, 11th,7, Craft-repair, Own-child, Black, Male, Haiti, <=50K,0, Never-married,0,40
11146,29, Federal-gov,339002, Assoc-voc,11, Craft-repair, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
22713,61, Private,162397, Bachelors,13, Sales, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
4825,47, Private,168232, Some-college,10, Adm-clerical, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,44
27984,23, Private,340543, Bachelors,13, Exec-managerial, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,38
24498,56, Private,199713, 9th,5, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
11807,40, Local-gov,42703, Some-college,10, Adm-clerical, Wife, White, Female, United-States, >50K,0, Married-civ-spouse,0,40
5937,71, Private,163385, Some-college,10, Sales, Not-in-family, White, Male, United-States, >50K,0, Widowed,0,35
29726,35, Private,41777, 12th,8, Farming-fishing, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,20
16178,56, Private,101436, HS-grad,9, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female, United-States, <=50K,0, Divorced,0,35
1261,53, Private,89534, HS-grad,9, Transport-moving, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,48
2359,20, ?,121313, 10th,6, ?, Own-child, White, Male, United-States, <=50K,0, Never-married,0,40
1599,24, Private,216129, Bachelors,13, Sales, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,50
14170,49, Private,28791, Some-college,10, Other-service, Not-in-family, White, Female, United-States, <=50K,0, Divorced,0,40
21078,29, Private,164040, HS-grad,9, Other-service, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
476,17, Private,211870, 9th,5, Other-service, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,6
14221,46, Private,186820, Some-college,10, Other-service, Wife, White, Female, United-States, <=50K,5013, Married-civ-spouse,0,40
10290,54, Private,421561, Masters,14, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,45
18846,33, ?,102130, Some-college,10, ?, Own-child, White, Male, United-States, <=50K,0, Never-married,0,40
17305,52, Private,169785, Some-college,10, Exec-managerial, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,50
4048,51, Self-emp-not-inc,240358, Some-college,10, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,20
10045,20, Private,56322, Some-college,10, Other-service, Own-child, White, Male, United-States, <=50K,2176, Never-married,0,25
27941,19, Private,278115, Some-college,10, Other-service, Own-child, White, Male, United-States, <=50K,0, Never-married,0,12
11275,29, Private,200928, HS-grad,9, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
20946,37, Private,412296, HS-grad,9, Craft-repair, Husband, White, Male, Mexico, >50K,0, Married-civ-spouse,0,35
259,50, Private,204518, 7th-8th,4, Craft-repair, Not-in-family, White, Male, United-States, <=50K,0, Divorced,0,40
30329,29, Private,368949, Some-college,10, Handlers-cleaners, Husband, White, Male, ?, >50K,0, Married-civ-spouse,0,40
20512,44, Private,151089, Bachelors,13, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,1902,50
16472,23, Private,462294, Assoc-acdm,12, Other-service, Own-child, Black, Male, United-States, <=50K,0, Never-married,0,44
5815,45, Self-emp-not-inc,67716, Some-college,10, Exec-managerial, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,60
30607,35, Private,128876, Some-college,10, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
23261,51, Private,173987, 9th,5, Sales, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
5045,48, Self-emp-not-inc,121124, Some-college,10, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,35
28934,38, Private,63509, Assoc-voc,11, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,50
13764,22, Private,187052, HS-grad,9, Adm-clerical, Own-child, White, Female, United-States, <=50K,0, Never-married,0,40
11012,45, Private,190115, Assoc-acdm,12, Exec-managerial, Unmarried, White, Male, United-States, <=50K,0, Divorced,0,40
6428,19, Private,121972, HS-grad,9, Other-service, Own-child, Black, Male, United-States, <=50K,0, Never-married,0,40
3537,81, Self-emp-not-inc,137018, HS-grad,9, Adm-clerical, Not-in-family, White, Female, United-States, <=50K,0, Widowed,0,20
8477,24, Private,178255, Some-college,10, Priv-house-serv, Wife, White, Female, ?, <=50K,0, Married-civ-spouse,0,40
11919,44, Private,257758, Doctorate,16, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
23404,47, Self-emp-inc,350759, HS-grad,9, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
18364,30, Self-emp-not-inc,146161, HS-grad,9, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,1887,50
9570,22, Private,211968, Bachelors,13, Adm-clerical, Own-child, White, Female, United-States, <=50K,0, Never-married,0,40
17546,49, Private,116143, HS-grad,9, Machine-op-inspct, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
26138,51, Local-gov,123325, Prof-school,15, Prof-specialty, Not-in-family, White, Female, United-States, <=50K,0, Widowed,0,40
32238,47, Private,294913, Prof-school,15, Exec-managerial, Husband, White, Male, United-States, >50K,99999, Married-civ-spouse,0,40
23176,18, ?,78181, HS-grad,9, ?, Own-child, White, Female, United-States, <=50K,0, Never-married,0,20
2701,34, Private,92682, HS-grad,9, Adm-clerical, Not-in-family, White, Female, United-States, <=50K,4865, Never-married,0,40
24461,49, ?,481987, HS-grad,9, ?, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,60
27565,40, Self-emp-inc,475322, Bachelors,13, Craft-repair, Own-child, White, Male, United-States, <=50K,0, Separated,0,50
10227,34, State-gov,117503, Bachelors,13, Adm-clerical, Husband, White, Male, Italy, <=50K,0, Married-civ-spouse,0,20
4455,48, Self-emp-not-inc,213140, 7th-8th,4, Craft-repair, Husband, White, Male, Italy, <=50K,0, Married-civ-spouse,0,40
14375,25, Federal-gov,366207, HS-grad,9, Transport-moving, Own-child, White, Male, United-States, <=50K,0, Never-married,0,40
18560,80, ?,172826, HS-grad,9, ?, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,8
8054,42, Private,132481, Assoc-acdm,12, Prof-specialty, Not-in-family, White, Female, United-States, <=50K,0, Divorced,0,24
13617,49, Private,173115, 10th,6, Exec-managerial, Not-in-family, Black, Male, United-States, <=50K,4416, Separated,0,99
26913,25, Local-gov,109526, HS-grad,9, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,38
30038,28, Private,115677, Assoc-acdm,12, Adm-clerical, Own-child, White, Male, United-States, <=50K,0, Never-married,0,32
547,35, Local-gov,233327, Some-college,10, Protective-serv, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
19011,65, Self-emp-not-inc,131417, 5th-6th,3, Farming-fishing, Husband, White, Male, United-States, <=50K,1797, Married-civ-spouse,0,21
19058,48, ?,63466, HS-grad,9, ?, Unmarried, White, Female, United-States, <=50K,0, Married-spouse-absent,0,32
21211,19, Private,165505, Some-college,10, Sales, Own-child, White, Female, United-States, <=50K,0, Never-married,0,20
18721,18, Private,102182, 12th,8, Priv-house-serv, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,30
24544,26, Private,184120, Bachelors,13, Prof-specialty, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,50
14492,22, Private,107882, HS-grad,9, Prof-specialty, Own-child, White, Female, United-States, <=50K,0, Never-married,0,20
6939,21, Private,116788, HS-grad,9, Craft-repair, Own-child, White, Male, United-States, <=50K,0, Never-married,0,40
10439,18, Private,155752, HS-grad,9, Machine-op-inspct, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,30
13177,20, ?,58740, Some-college,10, ?, Own-child, White, Male, United-States, <=50K,0, Never-married,0,15
30074,30, Federal-gov,48458, Some-college,10, Adm-clerical, Own-child, Black, Female, United-States, <=50K,0, Never-married,0,40
26481,48, Private,265192, HS-grad,9, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,45
24349,45, Private,185437, Assoc-acdm,12, Craft-repair, Not-in-family, White, Female, United-States, <=50K,0, Divorced,0,55
8557,37, Private,109133, HS-grad,9, Machine-op-inspct, Husband, White, Male, Portugal, <=50K,0, Married-civ-spouse,0,40
2619,40, Self-emp-inc,76625, HS-grad,9, Handlers-cleaners, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
3504,31, Private,120461, Bachelors,13, Exec-managerial, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,40
24598,32, Private,328199, Assoc-voc,11, Tech-support, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,64
14815,36, Self-emp-not-inc,186035, Prof-school,15, Sales, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,30
30705,35, Private,40135, HS-grad,9, Other-service, Own-child, White, Male, United-States, <=50K,0, Never-married,0,30
8846,23, Private,363219, Some-college,10, Priv-house-serv, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,6
26058,26, Private,188767, HS-grad,9, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
1796,32, Private,35595, Bachelors,13, Adm-clerical, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
32200,25, Private,178025, Masters,14, Prof-specialty, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
19260,29, Private,54932, HS-grad,9, Machine-op-inspct, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
16308,25, Private,109609, Some-college,10, Other-service, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,25
14353,27, Private,265314, HS-grad,9, Transport-moving, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,45
11291,28, Private,115579, Assoc-voc,11, Tech-support, Own-child, White, Female, United-States, <=50K,0, Never-married,0,38
15102,76, Local-gov,169133, Some-college,10, Adm-clerical, Not-in-family, White, Female, United-States, <=50K,0, Widowed,0,30
10556,77, Private,187656, Some-college,10, Priv-house-serv, Not-in-family, White, Female, United-States, <=50K,0, Widowed,0,20
32056,53, Private,156612, 12th,8, Transport-moving, Not-in-family, White, Female, United-States, <=50K,0, Divorced,0,40
7174,28, Private,107411, Bachelors,13, Prof-specialty, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,35
8135,23, Private,82998, Some-college,10, Sales, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,30
8688,38, Private,354739, Assoc-voc,11, Prof-specialty, Husband, Asian-Pac-Islander, Male, Philippines, >50K,0, Married-civ-spouse,0,36
4685,34, ?,317219, Some-college,10, ?, Wife, White, Female, United-States, >50K,0, Married-civ-spouse,0,20
20052,35, Private,87556, Masters,14, Prof-specialty, Not-in-family, White, Male, United-States, >50K,0, Never-married,0,45
6505,37, Private,147638, Bachelors,13, Other-service, Unmarried, Asian-Pac-Islander, Female, Philippines, <=50K,0, Separated,0,36
12594,44, State-gov,154176, Some-college,10, Adm-clerical, Not-in-family, Black, Female, United-States, <=50K,0, Divorced,1590,40
20477,34, Private,213226, Bachelors,13, Sales, Not-in-family, White, Male, United-States, >50K,0, Never-married,0,65
11815,30, Private,197886, Some-college,10, Sales, Not-in-family, White, Male, United-States, >50K,0, Never-married,0,45
15306,23, Private,50341, Masters,14, Sales, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,20
4097,40, Local-gov,244522, Masters,14, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,1902,48
26053,35, Private,330664, HS-grad,9, Transport-moving, Not-in-family, White, Male, United-States, <=50K,0, Divorced,0,40
3418,46, State-gov,192779, Bachelors,13, Exec-managerial, Husband, White, Male, United-States, >50K,7688, Married-civ-spouse,0,40
17147,44, Private,175943, Bachelors,13, Prof-specialty, Wife, White, Female, United-States, <=50K,0, Married-civ-spouse,0,20
23179,31, Private,511289, HS-grad,9, Farming-fishing, Not-in-family, White, Male, United-States, <=50K,2907, Never-married,0,99
18692,20, Private,117244, HS-grad,9, Machine-op-inspct, Unmarried, White, Female, United-States, <=50K,0, Never-married,0,45
9687,37, Private,203828, 9th,5, Transport-moving, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,65
31790,23, ?,449101, HS-grad,9, ?, Own-child, White, Female, United-States, <=50K,0, Married-civ-spouse,0,30
2740,38, Private,236391, Bachelors,13, Exec-managerial, Husband, White, Male, United-States, >50K,7688, Married-civ-spouse,0,40
17829,23, Private,103064, Bachelors,13, Tech-support, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,40
10959,20, ?,293091, HS-grad,9, ?, Own-child, White, Male, United-States, <=50K,0, Never-married,0,12
6690,60, Private,199085, 10th,6, Machine-op-inspct, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
7294,53, Private,141388, HS-grad,9, Transport-moving, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
21064,42, Private,242564, 7th-8th,4, Handlers-cleaners, Not-in-family, Black, Male, United-States, <=50K,0, Never-married,2205,40
7516,29, Federal-gov,229300, Bachelors,13, Prof-specialty, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,48
16594,59, Self-emp-not-inc,96459, 7th-8th,4, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
30551,45, Private,288437, HS-grad,9, Transport-moving, Husband, Other, Male, United-States, <=50K,4064, Married-civ-spouse,0,40
22681,47, Local-gov,204377, Some-college,10, Other-service, Own-child, White, Female, United-States, <=50K,0, Never-married,0,20
9733,69, Private,102874, HS-grad,9, Adm-clerical, Not-in-family, White, Female, United-States, <=50K,0, Widowed,0,24
10718,35, ?,144172, Assoc-acdm,12, ?, Wife, White, Female, United-States, <=50K,0, Married-civ-spouse,0,16
25922,32, Private,379412, Some-college,10, Craft-repair, Own-child, White, Male, United-States, <=50K,0, Never-married,0,40
14545,38, Local-gov,218184, 5th-6th,3, Handlers-cleaners, Other-relative, White, Male, Mexico, <=50K,0, Married-civ-spouse,0,40
14637,31, Local-gov,226494, Bachelors,13, Prof-specialty, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,45
12623,25, Private,252803, HS-grad,9, Other-service, Unmarried, Black, Female, United-States, <=50K,0, Never-married,0,40
6186,43, Private,163215, Bachelors,13, Other-service, Wife, White, Female, ?, >50K,0, Married-civ-spouse,0,35
15459,22, Private,177125, Some-college,10, Adm-clerical, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,50
29638,32, Private,195000, Bachelors,13, Exec-managerial, Husband, White, Male, United-States, >50K,7298, Married-civ-spouse,0,45
5707,44, Local-gov,162506, Masters,14, Prof-specialty, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,35
9103,66, Self-emp-not-inc,174788, Some-college,10, Sales, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,20
21366,28, Private,190391, Bachelors,13, Sales, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
25403,42, Private,195508, 11th,7, Transport-moving, Husband, Black, Male, United-States, <=50K,0, Married-civ-spouse,0,40
21832,36, Private,65624, Bachelors,13, Prof-specialty, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
12619,40, Private,408229, 1st-4th,2, Other-service, Not-in-family, White, Male, El-Salvador, <=50K,0, Never-married,0,45
25509,62, Private,213321, HS-grad,9, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
24675,47, Self-emp-inc,206947, Assoc-acdm,12, Exec-managerial, Not-in-family, White, Female, United-States, <=50K,0, Widowed,0,67
2864,29, Private,277788, Some-college,10, Sales, Wife, White, Female, United-States, <=50K,0, Married-civ-spouse,0,25
26234,27, Private,405765, HS-grad,9, Craft-repair, Husband, White, Male, ?, >50K,0, Married-civ-spouse,0,40
20472,28, Private,44216, HS-grad,9, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female, United-States, <=50K,0, Never-married,0,40
17657,37, Private,224947, Assoc-voc,11, Other-service, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
8390,45, Local-gov,195418, Masters,14, Prof-specialty, Not-in-family, Black, Male, United-States, <=50K,0, Divorced,0,40
20064,23, ?,191910, Some-college,10, ?, Other-relative, White, Male, United-States, <=50K,0, Never-married,0,40
5496,43, Private,266439, HS-grad,9, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K,0, Divorced,0,45
32547,43, Private,260761, HS-grad,9, Machine-op-inspct, Husband, White, Male, Mexico, <=50K,0, Married-civ-spouse,0,40
8124,36, Private,172104, Prof-school,15, Prof-specialty, Not-in-family, Other, Male, India, >50K,0, Never-married,0,40
23537,25, Private,120238, Some-college,10, Sales, Husband, White, Male, United-States, <=50K,2885, Married-civ-spouse,0,43
2870,43, Self-emp-not-inc,272165, 9th,5, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
12909,56, Self-emp-not-inc,163212, HS-grad,9, Adm-clerical, Unmarried, White, Female, United-States, >50K,99999, Widowed,0,40
3988,52, Private,192390, HS-grad,9, Machine-op-inspct, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
22579,42, Private,253770, Some-college,10, Adm-clerical, Unmarried, White, Female, United-States, <=50K,0, Divorced,0,40
2350,34, Private,64830, Assoc-acdm,12, Exec-managerial, Not-in-family, White, Female, United-States, <=50K,0, Divorced,0,45
29539,49, Private,149210, HS-grad,9, Transport-moving, Husband, Black, Male, United-States, <=50K,0, Married-civ-spouse,0,40
27608,58, Private,570562, HS-grad,9, Sales, Not-in-family, White, Male, United-States, <=50K,0, Widowed,0,38
16828,17, Private,244602, 12th,8, Other-service, Own-child, White, Male, United-States, <=50K,0, Never-married,0,15
5512,20, Private,271379, Some-college,10, Sales, Own-child, White, Female, United-States, <=50K,0, Never-married,0,25
11004,31, Private,206512, 11th,7, Handlers-cleaners, Own-child, White, Male, United-States, <=50K,0, Never-married,0,25
25811,57, Local-gov,343447, HS-grad,9, Protective-serv, Not-in-family, White, Female, United-States, <=50K,0, Divorced,0,40
17167,41, Local-gov,103759, Some-college,10, Transport-moving, Husband, White, Male, United-States, <=50K,3942, Married-civ-spouse,0,40
29948,37, State-gov,74163, Bachelors,13, Prof-specialty, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,40
5214,63, ?,445168, Bachelors,13, ?, Not-in-family, Amer-Indian-Eskimo, Female, United-States, <=50K,0, Widowed,0,56
21278,19, Private,194905, Some-college,10, Other-service, Own-child, White, Female, United-States, <=50K,0, Never-married,0,12
13340,47, Self-emp-not-inc,255934, Some-college,10, Exec-managerial, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,80
20506,49, Private,170165, HS-grad,9, Machine-op-inspct, Other-relative, White, Female, United-States, <=50K,0, Divorced,0,55
28220,70, Private,237065, 5th-6th,3, Other-service, Other-relative, White, Female, ?, <=50K,2346, Widowed,0,40
21287,17, Private,121425, 11th,7, Adm-clerical, Own-child, White, Female, United-States, <=50K,0, Never-married,0,16
14395,42, Local-gov,201723, Some-college,10, Craft-repair, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
4003,23, ?,114357, Some-college,10, ?, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
12659,49, Self-emp-inc,246891, Bachelors,13, Adm-clerical, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
24789,41, Private,106627, Assoc-acdm,12, Exec-managerial, Unmarried, Black, Female, United-States, <=50K,0, Divorced,0,50
6625,72, Self-emp-inc,473748, Some-college,10, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,25
32337,23, Private,194951, Bachelors,13, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, Ireland, <=50K,0, Never-married,0,55
3002,38, Private,34996, Some-college,10, Other-service, Unmarried, White, Female, United-States, <=50K,0, Separated,0,40
3016,40, State-gov,184378, Bachelors,13, Adm-clerical, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
17621,27, Private,181280, Masters,14, Handlers-cleaners, Unmarried, White, Male, United-States, <=50K,0, Never-married,0,30
734,45, ?,51164, Some-college,10, ?, Wife, Black, Female, United-States, <=50K,0, Married-civ-spouse,0,40
30645,56, Private,170070, HS-grad,9, Exec-managerial, Wife, White, Female, United-States, >50K,0, Married-civ-spouse,0,40
29290,22, Private,171419, Assoc-voc,11, Exec-managerial, Unmarried, Asian-Pac-Islander, Male, South, <=50K,0, Never-married,0,40
19913,35, Private,134367, Assoc-acdm,12, Adm-clerical, Unmarried, White, Female, United-States, <=50K,0, Divorced,0,40
14807,33, Private,105370, HS-grad,9, Protective-serv, Not-in-family, White, Male, United-States, <=50K,0, Divorced,0,70
23747,19, Private,35865, Some-college,10, Other-service, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,30
7241,23, Private,148709, HS-grad,9, Handlers-cleaners, Other-relative, White, Female, United-States, <=50K,0, Separated,0,40
29311,31, Private,198751, Bachelors,13, Craft-repair, Not-in-family, Asian-Pac-Islander, Male, Vietnam, <=50K,0, Never-married,0,40
23287,38, Private,40319, Some-college,10, Exec-managerial, Not-in-family, White, Female, United-States, <=50K,0, Divorced,0,42
21781,25, Private,137367, Bachelors,13, Sales, Unmarried, Asian-Pac-Islander, Male, Philippines, <=50K,0, Never-married,0,44
4843,37, Federal-gov,289653, Some-college,10, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
19927,55, Private,143266, HS-grad,9, Adm-clerical, Unmarried, White, Male, United-States, <=50K,0, Divorced,0,25
23036,38, Self-emp-not-inc,133299, Assoc-acdm,12, Transport-moving, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
20771,23, Private,210526, HS-grad,9, Adm-clerical, Own-child, White, Male, United-States, <=50K,0, Never-married,0,40
11686,22, Self-emp-inc,375422, Bachelors,13, Adm-clerical, Own-child, White, Male, South, <=50K,0, Never-married,0,40
11605,24, Private,126613, Bachelors,13, Prof-specialty, Own-child, White, Female, United-States, <=50K,0, Never-married,0,8
17847,26, Private,41521, HS-grad,9, Other-service, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,35
22891,23, Private,376416, HS-grad,9, Transport-moving, Own-child, White, Male, United-States, <=50K,0, Never-married,0,40
20660,26, Private,206199, HS-grad,9, Adm-clerical, Own-child, Black, Male, United-States, <=50K,0, Never-married,0,40
6634,24, Private,258120, Bachelors,13, Sales, Not-in-family, White, Male, Jamaica, <=50K,0, Never-married,0,55
28189,38, Private,114059, Some-college,10, Sales, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,60
